entity_id,entreprise,score,score_brut,tier,porte,fit,comite_personnes_14j,sponsor_decideur,qui_appeler,son_titre,preuve,canal,play,segment,n_records,signaux_negatifs,perdu_canal_mort,perte,silence
ENT-11962,Novadorpartners SA,0.0,0.0,T3,,A,0,non,,,,,win_back_froid,EX_CLIENT,2,0.0,0,,sans_signal
ENT-11977,Novafinenergie,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-11991,NovafinRetail France,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12001,Novagordigital,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,aucun_evenement
ENT-12012,Novagorlabs SA,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-12045,Novahalsystems,0.0,0.0,T3,,A,0,non,,,,,reactivation,LOST_REACTIF,2,0.0,0,,sans_signal
ENT-12049,NovaImmo,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-12060,Novalexhub,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-12061,NovalexImmo SARL,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-12072,Novalogistics,0.0,0.0,T3,,A,0,non,,,,,aucun,DORMANT,2,0.0,0,,aucun_evenement
ENT-12075,NovalumDigital France,0.0,0.0,T3,,A,0,non,,,,,aucun,DORMANT,2,0.0,0,,aucun_evenement
ENT-12081,Novalumimmo France,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12082,NovalumLab Group,0.0,0.0,T3,,A,0,non,,,,,aucun,DORMANT,2,0.0,0,,aucun_evenement
ENT-12089,Novalumservices,0.0,0.0,T3,,A,0,non,,,,,win_back,EX_CLIENT_REACTIF,2,0.0,0,,sans_signal
ENT-12108,Novamarmedia & Co,0.0,0.0,T3,,A,0,non,,,,,aucun,DORMANT,2,0.0,0,,aucun_evenement
ENT-12114,NovamarTech Group,0.0,0.0,T3,,A,0,non,,,,,aucun,DORMANT,2,0.0,0,,aucun_evenement
ENT-12116,NovaMedia Group,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12119,Novanexdigital France,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,aucun_evenement
ENT-12123,NovanexFood SAS,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12132,Novanexmobility Group,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-12134,Novanexpharma SA,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12190,NovaRetail,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12202,NovarinLabs,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12244,NovatasForge France,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-12246,NovatasLab,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-12251,NovatasRetail Group,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12256,Novatech,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,aucun_evenement
ENT-12294,NovaviaPharma Group,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-12299,NovaviaSystems France,0.0,0.0,T3,,A,0,non,,,,,win_back,EX_CLIENT_REACTIF,2,0.0,0,,sans_signal
ENT-12308,OptibelEnergie SA,0.0,0.0,T3,,A,0,non,,,,,win_back_froid,EX_CLIENT,2,0.0,0,,sans_signal
ENT-12332,OpticalFood France,0.0,0.0,T3,,A,0,non,,,,,aucun,MORT,2,0.0,0,,aucun_evenement
ENT-12335,Opticalimmo,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-12349,Opticonsulting SA,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12351,OptiDigital SARL,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-12365,OptidorLogic France,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,aucun_evenement
ENT-12369,Optidorpartners,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12377,Optifinance SAS,0.0,0.0,T3,,A,0,non,,,,,aucun,DORMANT,2,0.0,0,,aucun_evenement
ENT-12400,Optifinsolutions,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-12402,Optifintech France,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-12406,OptiForge France,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-12443,Optihallogic & Co,0.0,0.0,T3,,A,0,non,,,,,aucun,MORT,2,0.0,0,,aucun_evenement
ENT-12453,OptihalSystems,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12455,Optihalworks & Co,0.0,0.0,T3,,A,0,non,,,,,aucun,DORMANT,2,0.0,0,,aucun_evenement
ENT-12456,OptiHub,0.0,0.0,T3,,A,0,non,,,,,aucun,DORMANT,2,0.0,0,,aucun_evenement
ENT-12458,Optiindustries SARL,0.0,0.0,T3,,A,0,non,,,,,win_back,EX_CLIENT_REACTIF,2,0.0,0,,sans_signal
ENT-12465,OptilexEnergie SAS,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12482,OptiLogistics,0.0,0.0,T3,,A,0,non,,,,,win_back_froid,EX_CLIENT,2,0.0,0,,sans_signal
ENT-12497,OptilumPartners SARL,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-12501,OptilumSoft Group,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12542,Optinexmobility SA,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-12543,Optinexpartners Group,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12551,Optinexworks Group,0.0,0.0,T3,,A,0,non,,,,,win_back,EX_CLIENT_REACTIF,2,0.0,0,,sans_signal
ENT-12553,Optipharma SARL,0.0,0.0,T3,,A,0,non,,,,,aucun,MORT,2,0.0,0,,aucun_evenement
ENT-12562,Optipragroup SARL,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12591,OptiquiPartners SAS,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-12603,OptirinEnergie,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12610,OptirinLab SAS,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,aucun_evenement
ENT-12617,OptirinServices,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12624,Optisolconsulting,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12627,Optisolenergie,0.0,0.0,T3,,A,0,non,,,,,win_back_froid,EX_CLIENT,2,0.0,0,,sans_signal
ENT-12632,Optisolindustries Group,0.0,0.0,T3,,A,0,non,,,,,aucun,DORMANT,2,0.0,0,,aucun_evenement
ENT-12653,Optitasforge Group,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12654,Optitashub SARL,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12677,OptivenForge France,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12679,Optivenimmo SA,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,aucun_evenement
ENT-12680,Optivenindustries,0.0,0.0,T3,,A,0,non,,,,,aucun,DORMANT,2,0.0,0,,aucun_evenement
ENT-12697,OptiviaFlow,0.0,0.0,T3,,A,0,non,,,,,aucun,MORT,2,0.0,0,,aucun_evenement
ENT-12701,Optiviaimmo,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12731,OvalibelMedia SAS,0.0,0.0,T3,,A,0,non,,,,,win_back_froid,EX_CLIENT,2,0.0,0,,sans_signal
ENT-12747,Ovalicalfinance SAS,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12749,OvalicalFood SA,0.0,0.0,T3,,A,0,non,,,,,reactivation,LOST_REACTIF,2,0.0,0,,sans_signal
ENT-12756,OvalicalLabs SA,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12774,Ovalidorfinance,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-12779,OvalidorHub,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-12782,OvalidorLabs,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12804,Ovalifinfood France,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12815,Ovalifinretail Group,0.0,0.0,T3,,A,0,non,,,,,win_back,EX_CLIENT_REACTIF,2,0.0,0,,sans_signal
ENT-12819,OvalifinTech Group,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-12822,OvaliFood & Co,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-12836,Ovaligorlogic,0.0,0.0,T3,,A,0,non,,,,,aucun,DORMANT,2,0.0,0,,aucun_evenement
ENT-12837,OvaligorMedia SARL,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12842,OvaligorSoft Group,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,aucun_evenement
ENT-12847,Ovaligroup,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12853,Ovalihalflow & Co,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-12857,OvalihalImmo SAS,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,aucun_evenement
ENT-12860,OvalihalLabs Group,0.0,0.0,T3,,A,0,non,,,,,aucun,MORT,2,0.0,0,,aucun_evenement
ENT-12864,Ovalihalmobility,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,aucun_evenement
ENT-12865,OvalihalPartners,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-12880,Ovalilexdigital,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12884,OvalilexFood,0.0,0.0,T3,,A,0,non,,,,,aucun,MORT,2,0.0,0,,aucun_evenement
ENT-12899,OvaliLogic SARL,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12902,Ovalilumconsulting,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-12916,OvalilumMedia SAS,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12920,OvalilumSoft France,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12922,OvalilumTech,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-12949,OvaliMedia SA,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12952,OvalinexDigital,0.0,0.0,T3,,A,0,non,,,,,win_back_froid,EX_CLIENT,2,0.0,0,,sans_signal
ENT-12963,Ovalinexmobility,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-12969,Ovalinexsystems Group,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-12972,OvaliPartners,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12973,Ovalipharma SA,0.0,0.0,T3,,A,0,non,,,,,aucun,MORT,2,0.0,0,,aucun_evenement
ENT-12977,Ovalipradynamics SARL,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-12978,Ovalipraenergie SA,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-12983,OvalipraIndustries SA,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-12999,OvaliquiDigital Group,0.0,0.0,T3,,A,0,non,,,,,aucun,DORMANT,2,0.0,0,,aucun_evenement
ENT-13013,OvaliquiPartners Group,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-13014,Ovaliquipharma France,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,aucun_evenement
ENT-13030,OvalirinIndustries,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,aucun_evenement
ENT-13052,OvalisolGroup SARL,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-13058,Ovalisollogistics,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-13114,Ovaliviaconseil France,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-13123,Ovaliviaimmo,0.0,0.0,T3,,A,0,non,,,,,aucun,DORMANT,2,0.0,0,,aucun_evenement
ENT-13125,Ovaliviamedia,0.0,0.0,T3,,A,0,non,,,,,aucun,DORMANT,2,0.0,0,,aucun_evenement
ENT-13129,Ovaliviaretail,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-13135,OvaliviaWorks,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-13152,PerribelPartners,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-13154,PerribelRetail SA,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-13155,PerribelSoft SA,0.0,0.0,T3,,A,0,non,,,,,aucun,MORT,2,0.0,0,,aucun_evenement
ENT-13162,PerricalEnergie SA,0.0,0.0,T3,,A,0,non,,,,,aucun,MORT,2,0.0,0,,aucun_evenement
ENT-13177,Perricalsystems,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,aucun_evenement
ENT-13188,Perridorgroup & Co,0.0,0.0,T3,,A,0,non,,,,,aucun,MORT,2,0.0,0,,aucun_evenement
ENT-13196,PerridorPartners Group,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-13204,PerriEnergie,0.0,0.0,T3,,A,0,non,,,,,aucun,MORT,2,0.0,0,,aucun_evenement
ENT-13222,Perrifinpartners,0.0,0.0,T3,,A,0,non,,,,,aucun,MORT,2,0.0,0,,aucun_evenement
ENT-13239,PerrigorGroup France,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-13241,Perrigorimmo France,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-13258,PerrihalEnergie,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-13265,Perrihallab SA,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-13303,PerrilexSolutions,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,aucun_evenement
ENT-13315,Perrilumhub Group,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,aucun_evenement
ENT-13321,PerrilumMobility,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-13330,Perrimarfinance SA,0.0,0.0,T3,,A,0,non,,,,,aucun,DORMANT,2,0.0,0,,aucun_evenement
ENT-13340,PerrimarLogistics SA,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-13347,Perrimarsystems,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-13386,Perripralabs SAS,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-13394,Perripraworks SARL,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-13399,PerriquiEnergie,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-13401,PerriquiFood SAS,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-13450,Perrisoldynamics SAS,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-13463,PerrisolSoft,0.0,0.0,T3,,A,0,non,,,,,win_back_froid,EX_CLIENT,2,0.0,0,,aucun_evenement
ENT-13494,Perrivenconsulting,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-13517,Perriviaconsulting,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-13527,PerriviaIndustries Group,0.0,0.0,T3,,A,0,non,,,,,win_back_froid,EX_CLIENT,2,0.0,0,,sans_signal
ENT-13541,PrimobelFood France,0.0,0.0,T3,,A,0,non,,,,,win_back,EX_CLIENT_REACTIF,2,0.0,0,,sans_signal
ENT-13548,Primobellogic SARL,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-13550,PrimobelMedia SA,0.0,0.0,T3,,A,0,non,,,,,win_back_froid,EX_CLIENT,2,0.0,0,,sans_signal
ENT-13553,Primobelpharma SARL,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-13557,PrimobelSystems SAS,0.0,0.0,T3,,A,0,non,,,,,win_back,EX_CLIENT_REACTIF,2,0.0,0,,sans_signal
ENT-13576,PrimocalMedia,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-13589,Primodigital,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-13595,PrimodorFinance SARL,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-13602,PrimodorIndustries SARL,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-13615,PrimoFinance,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-13621,Primofinenergie,0.0,0.0,T3,,A,0,non,,,,,aucun,DORMANT,2,0.0,0,,aucun_evenement
ENT-13627,Primofinindustries Group,0.0,0.0,T3,,A,0,non,,,,,reactivation,LOST_REACTIF,2,0.0,0,,sans_signal
ENT-13633,Primofinpartners,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-13640,Primoforge SA,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-13645,PrimogorEnergie,0.0,0.0,T3,,A,0,non,,,,,win_back_froid,EX_CLIENT,2,0.0,0,,sans_signal
ENT-13648,Primogorfood,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-13686,PrimohalTech & Co,0.0,0.0,T3,,A,0,non,,,,,aucun,DORMANT,2,0.0,0,,aucun_evenement
ENT-13694,PrimolexDigital,0.0,0.0,T3,,A,0,non,,,,,win_back_froid,EX_CLIENT,2,0.0,0,,aucun_evenement
ENT-13707,Primolexmedia France,0.0,0.0,T3,,A,0,non,,,,,aucun,MORT,2,0.0,0,,aucun_evenement
ENT-13710,PrimolexPharma Group,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-13712,Primolexservices France,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-13713,PrimolexSolutions,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-13716,Primologistics SA,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-13718,PrimolumData,0.0,0.0,T3,,A,0,non,,,,,aucun,MORT,2,0.0,0,,aucun_evenement
ENT-13746,Primomarpharma,0.0,0.0,T3,,A,0,non,,,,,win_back_froid,EX_CLIENT,2,0.0,0,,sans_signal
ENT-13801,Primoprasoft,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-13811,PrimoquiFood,0.0,0.0,T3,,A,0,non,,,,,aucun,MORT,2,0.0,0,,aucun_evenement
ENT-13818,Primoquilogistics,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-13832,PrimorinEnergie & Co,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,aucun_evenement
ENT-13837,Primorinhub SARL,0.0,0.0,T3,,A,0,non,,,,,new_business,PROSPECT_TIEDE,2,0.0,0,,sans_signal
ENT-13854,Primosolconsulting,0.0,0.0,T3,,A,0,non,,,,,aucun,DORMANT,2,0.0,0,,aucun_evenement
ENT-13862,Primosolforge,0.0,0.0,T3,,A,0,non,,,,,aucun,DORMANT,2,0.0,0,,aucun_evenement
ENT-13867,Primosollab SA,0.0,0.0,T3,,A,0,non,,,,,win_back,EX_CLIENT_REACTIF,2,0.0,0,,sans_signal
ENT-13907,PrimovenFlow,0.0,0.0,T3,,A,0,non,,,,,reactivation,LOST_REACTIF,2,0.0,0,,sans_signal
ENT-13929,Primoviaconsulting SA,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-13931,PrimoviaDynamics SARL,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-13937,Primoviaindustries & Co,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,aucun_evenement
ENT-13951,Primoviaworks Group,0.0,0.0,T3,,A,0,non,,,,,aucun,MORT,2,0.0,0,,aucun_evenement
ENT-13957,QuantibelEnergie,0.0,0.0,T3,,A,0,non,,,,,win_back_froid,EX_CLIENT,2,0.0,0,,aucun_evenement
ENT-13984,QuanticalImmo SAS,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-14002,Quantidigital SAS,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-14003,QuantidorConsulting,0.0,0.0,T3,,A,0,non,,,,,aucun,DORMANT,2,0.0,0,,aucun_evenement
ENT-14005,Quantidordigital Group,0.0,0.0,T3,,A,0,non,,,,,win_back_froid,EX_CLIENT,2,0.0,0,,sans_signal
ENT-14014,QuantidorLabs France,0.0,0.0,T3,,A,0,non,,,,,aucun,DORMANT,2,0.0,0,,aucun_evenement
ENT-14030,Quantifinconsulting SA,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-14054,Quantiflow,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-14073,Quantigorsystems France,0.0,0.0,T3,,A,0,non,,,,,aucun,MORT,2,0.0,0,,aucun_evenement
ENT-14076,Quantigroup Group,0.0,0.0,T3,,A,0,non,,,,,nurture,TOUCHE_EMAIL_SEULEMENT,2,0.0,0,,sans_signal
ENT-14114,Quantilexindustries France,0.0,0.0,T3,,A,0,non,,,,,aucun,MORT,2,0.0,0,,aucun_evenement
ENT-14121,Quantilexservices,0.0,0.0,T3,,A,0,non,,,,,aucun,DORMANT,2,0.0,0,,aucun_evenement
ENT-14124,Quantilexworks,0.0,0.0,T3,,A,0,non,,,,,retention,CLIENT_ACTIF,2,0.0,0,,sans_signal
ENT-14134,Quantilumhub,0.0,0.0,T3,,A,0,non,,,,,win_back,EX_CLIENT_REACTIF,2,0.0,0,,sans_signal
