contact_id,account_id,first_name,last_name,email,job_title,opted_out,created_date,created_date_parsed,created_date_format,email_clean,email_status,email_domain_root,email_is_duplicate,email_duplicate_count,created_date_flag,persona_tier,entity_id,entity_source,is_orphan,person_primary,duplicate_of,title_from_copy,email_multi_entity,is_bot
CON-035057,ACC-013775,Alexandre,Guerin,alexandre.guerin@gmail.com,Office Manager,true,04/12/20,2020-04-12,mdy,alexandre.guerin@gmail.com,personal,,1,5,,bruit,ENT-05155,account,0,1,,0,1,0
CON-004056,ACC-001565,Nora,Michel,nora@sereninexenergie.io,HR Business Partner,false,2020-06-29,2020-06-29,iso,nora@sereninexenergie.io,ok,sereninexenergie,0,,,champion,ENT-15396,account,0,1,,0,0,0
CON-037757,ACC-014837,Florian,Leroy,florian.leroy@lorrimarpharma.fr,HR Officer,false,2023-08-14,2023-08-14,iso,florian.leroy@lorrimarpharma.fr,ok,lorrimarpharma,0,,,utilisateur,ENT-09652,account,0,1,,0,0,0
CON-041287,ACC-016223,Lea,Roux,lea@altafinsystems.co,People Ops Manager,false,2023-05-03,2023-05-03,iso,lea@altafinsystems.co,ok,altafinsystems,0,,,champion,ENT-00102,account,0,1,,0,0,0
CON-072548,ACC-028418,Nora,Meyer,nora.meyer@ulmipradata.com,CEO,false,2019-10-27,2019-10-27,iso,nora.meyer@ulmipradata.com,ok,ulmipradata,0,,,buyer,ENT-17875,account,0,1,,0,0,0
CON-045223,ACC-017762,Pablo,Mercier,pablo.mercier@gmail.com,Recruiter,false,23/04/2019,2019-04-23,dmy,pablo.mercier@gmail.com,personal,,1,3,,utilisateur,ENT-18337,account,0,1,,0,1,0
CON-063941,ACC-025033,Ines,Roux,ines.roux@vespilumservices.io,CHRO,false,2022-04-20,2022-04-20,iso,ines.roux@vespilumservices.io,ok,vespilumservices,0,,,buyer,ENT-19060,account,0,1,,0,0,0
CON-071594,ACC-028047,Quentin,Boyer,qboyer@fabripraworks.co,Head of People,false,2023-08-12,2023-08-12,iso,qboyer@fabripraworks.co,ok,fabripraworks,0,,,buyer,ENT-05234,account,0,1,,0,0,0
CON-073898,ACC-028943,Benjamin,Blanc,benjamin.blanc@ivorogroup.com,Directeur RH,false,02/02/20,2020-02-02,mdy,benjamin.blanc@ivorogroup.com,ok,ivorogroup,0,,,buyer,ENT-08349,account,0,1,,0,0,0
CON-029121,ACC-011433,Lea,Chevalier,lea@quantihalservices.io,Directrice RH,false,2019-06-11,2019-06-11,iso,lea@quantihalservices.io,ok,quantihalservices,0,,,buyer,ENT-14093,account,0,1,,0,0,0
CON-076091,ACC-029818,Julie,Serrano,julie.serrano@ardenfinworks.eu,HR Business Partner,false,01/26/20,2020-01-26,mdy,julie.serrano@ardenfinworks.eu,ok,ardenfinworks,0,,,champion,ENT-00533,account,0,1,,0,0,0
CON-000306,ACC-000115,Pablo,Meyer,pablo@fernopradigital.com,COO,false,2022-03-11,2022-03-11,iso,pablo@fernopradigital.com,ok,fernopradigital,0,,,buyer,ENT-05624,account,0,1,,0,0,0
CON-041185,ACC-016183,Marion,Andre,marion@ardendorretail.co,People Ops Coordinator,false,07/03/25,2025-07-03,mdy,marion@ardendorretail.co,ok,ardendorretail,0,,,utilisateur,ENT-00501,account,0,1,,0,0,0
CON-019235,ACC-007537,Sarah,Blanc,sblanc@fabricalenergie.com,HR Assistant,true,2021-09-03,2021-09-03,iso,sblanc@fabricalenergie.com,ok,fabricalenergie,0,,,utilisateur,ENT-04989,account,0,1,,0,0,0
CON-048198,ACC-018928,Sarah,Simon,sarah.simon@doriogorsystems.co,Head of People,false,23/01/2025,2025-01-23,dmy,sarah.simon@doriogorsystems.co,ok,doriogorsystems,0,,,buyer,ENT-03849,account,0,1,,0,0,0
CON-063122,ACC-024717,Sophie,Leroy,sophie.leroy@sylvaviaindustries.fr,,false,2023-07-17,2023-07-17,iso,sophie.leroy@sylvaviaindustries.fr,ok,sylvaviaindustries,0,,,sans_titre,ENT-16785,account,0,1,,0,0,0
CON-063989,ACC-025051,Julien,Boyer,julien@juntonexmobility.com,VP Human Resources,false,02/04/19,2019-02-04,mdy,julien@juntonexmobility.com,ok,juntonexmobility,0,,,buyer,ENT-08861,account,0,1,,0,0,0
CON-062829,ACC-024607,Sanne,Navarro,,Chargee de recrutement,false,01/03/2025,2025-03-01,dmy,,missing,,0,,,utilisateur,ENT-10707,account,0,1,,0,0,0
CON-028960,ACC-011369,Lucas,Bernard,lucas.bernard@delfipralab.com,HR Assistant,false,2027-04-27,,iso,lucas.bernard@delfipralab.com,ok,delfipralab,0,,future,utilisateur,ENT-03566,account,0,1,,0,0,0
CON-013875,ACC-005402,Elise,Weber,elise@brioretail.com,HRBP,false,29/04/2025,2025-04-29,dmy,elise@brioretail.com,ok,brioretail,0,,,champion,ENT-01972,account,0,1,,0,0,0
CON-017623,ACC-006920,Antoine,Moreau,antoine.moreau@zephipraservices.io,People Ops Coordinator,false,07/09/2026,,dmy,antoine.moreau@zephipraservices.io,ok,zephipraservices,0,,future,utilisateur,ENT-20376,account,0,1,,0,0,0
CON-017461,ACC-006856,Thomas,Garnier,thomas.garnier@merilumretail.com,HR Officer,false,2026-12-31,,iso,thomas.garnier@merilumretail.com,ok,merilumretail,0,,future,utilisateur,ENT-10859,account,0,1,,0,0,0
CON-051588,ACC-020252,Diego,Smit,diego.smit@@nordidata.fr,CEO,false,2026-12-18,,iso,diego.smit@nordidata.fr,repaired,nordidata,0,,future,buyer,ENT-11540,account,0,1,,0,0,0
CON-032100,ACC-012598,Elise,Lambert,elise.lambert@belfoprasystems.io,Compensation & Benefits Manager,false,2022-11-22,2022-11-22,iso,elise.lambert@belfoprasystems.io,ok,belfoprasystems,0,,,champion,ENT-01521,account,0,1,,0,0,0
CON-045284,ACC-017783,Romain,Chevalier,,,false,2024-05-19,2024-05-19,iso,,missing,,0,,,sans_titre,ENT-15177,account,0,1,,0,0,0
CON-007588,ACC-002917,Elise,Fischer,elise.fischer@fabriquiconsulting.fr,HR Business Partner,true,2021-11-14,2021-11-14,iso,elise.fischer@fabriquiconsulting.fr,ok,fabriquiconsulting,0,,,champion,ENT-05236,account,0,1,,0,0,0
CON-067044,ACC-026245,Romain,Durand,romain@serenifinsolutions.com,Talent Acquisition Manager,true,05/12/19,2019-05-12,mdy,romain@serenifinsolutions.com,ok,serenifinsolutions,0,,,champion,ENT-15265,account,0,1,,0,0,0
CON-065508,ACC-025647,Nicolas,Chevalier,nicolas@quantifinpartners.com,VP People,false,2019-05-26,2019-05-26,iso,nicolas@quantifinpartners.com,ok,quantifinpartners,0,,,buyer,ENT-14047,account,0,1,,0,0,0
CON-018891,ACC-007403,Greta,Meyer,greta.meyer@talodorconsulting.eu,HR Officer,false,2026-06-11,2026-06-11,iso,greta.meyer@talodorconsulting.eu,ok,talodorconsulting,0,,,utilisateur,ENT-16847,account,0,1,,0,0,0
CON-038416,ACC-015096,Anais,Roux,anais.roux@flexifinpartners.io,Executive Assistant,false,04/12/21,2021-04-12,mdy,anais.roux@flexifinpartners.io,ok,flexifinpartners,0,,,bruit,ENT-05866,account,0,1,,0,0,0
CON-014739,ACC-005754,Bastien,Michel,bastien@juntologistics.com,CEO,false,06/11/2026,,dmy,bastien@juntologistics.com,ok,juntologistics,0,,future,buyer,ENT-08799,account,0,1,,0,0,0
CON-003842,ACC-001476,Elise,Bernard,ebernard@roccarintech.com,Talent Acquisition Specialist,false,16/12/2024,2024-12-16,dmy,ebernard@roccarintech.com,ok,roccarintech,0,,,utilisateur,ENT-15073,account,0,1,,0,0,0
CON-068863,ACC-026948,Lucas,Lambert,llambert@juntoquilogic.fr,Talent Acquisition Specialist,false,2022-04-27,2022-04-27,iso,llambert@juntoquilogic.fr,ok,juntoquilogic,0,,,utilisateur,ENT-08904,account,0,1,,0,0,0
CON-070903,ACC-027764,Benjamin,Blanc,benjamin.blanc@gmail.com,HR Intern,false,11/10/22,2022-11-10,mdy,benjamin.blanc@gmail.com,personal,,1,3,,bruit,ENT-02153,account,0,1,,0,1,0
CON-040966,ACC-016099,Emma,Garnier,emma@briosoldigital.fr,Executive Assistant,false,01/03/2020,2020-03-01,dmy,emma@briosoldigital.fr,ok,briosoldigital,0,,,bruit,ENT-01999,account,0,1,,0,0,0
CON-027734,ACC-010889,Julien,Dubois,jdubois@norditasflow.com,Directrice RH,false,27/02/2026,2026-02-27,dmy,jdubois@norditasflow.com,ok,norditasflow,0,,,buyer,ENT-11827,account,0,1,,0,0,0
CON-042781,ACC-016800,Chloe,Serrano,chloe.serrano@grimodorsolutions.co,Responsable Recrutement,false,2024-10-04,2024-10-04,iso,chloe.serrano@grimodorsolutions.co,ok,grimodorsolutions,0,,,champion,ENT-06656,account,0,1,,0,0,0
CON-019032,ACC-007451,Ines,Jansen,ines.jansen@ederitassolutions.eu,Chief People Officer,false,25/01/2023,2023-01-25,dmy,ines.jansen@ederitassolutions.eu,ok,ederitassolutions,0,,,buyer,ENT-04512,account,0,1,,0,0,0
CON-028531,ACC-011198,Greta,Simon,greta.simon@altadormobility.co,,false,2025-10-24,2025-10-24,iso,greta.simon@altadormobility.co,ok,altadormobility,0,,,sans_titre,ENT-00069,account,0,1,,0,0,0
CON-001556,ACC-000594,Alexandre,Vincent,alexandre.vincent@caurilogic.com,VP Human Resources,false,05/12/2020,2020-12-05,dmy,alexandre.vincent@caurilogic.com,ok,caurilogic,0,,,buyer,ENT-02257,account,0,1,,0,0,0
CON-065193,ACC-025520,Margaux,Weber,mweber@perritasmobility.com,HR Intern,false,2018-09-15,2018-09-15,iso,mweber@perritasmobility.com,ok,perritasmobility,0,,,bruit,ENT-13485,account,0,1,,0,0,0
CON-057392,ACC-022494,Elena,Roux,eroux@vertiprasolutions.eu,Office Manager,false,2026-08-27,,iso,eroux@vertiprasolutions.eu,ok,vertiprasolutions,0,,future,bruit,ENT-18726,account,0,1,,0,0,0
CON-001645,ACC-000632,Anais,Smit,asmit@gallivendata.eu,Talent Acquisition Manager,false,2023-03-08,2023-03-08,iso,asmit@gallivendata.eu,ok,gallivendata,0,,,champion,ENT-06541,account,0,1,,0,0,0
CON-005055,ACC-001945,Greta,Michel,greta.michel@cortiviamobility.com,Executive Assistant,false,14/11/2024,2024-11-14,dmy,greta.michel@cortiviamobility.com,ok,cortiviamobility,0,,,bruit,ENT-03302,account,0,1,,0,0,0
CON-043435,ACC-017056,Maxime,Dupont,maxime.dupont@gmail.com,HR Intern,false,2026-02-11,2026-02-11,iso,maxime.dupont@gmail.com,personal,,1,4,,bruit,ENT-19436,account,0,1,,0,1,0
CON-028454,ACC-011173,Anna,Weber,anna.weber@sylvatassoft.com,CEO,false,06/06/2022,2022-06-06,dmy,anna.weber@sylvatassoft.com,ok,sylvatassoft,0,,,buyer,ENT-16748,account,0,1,,0,0,0
CON-007732,ACC-002973,Lea,Garnier,lea.garnier@stellavenretail.co,Charge de recrutement,true,04/01/19,2019-04-01,mdy,lea.garnier@stellavenretail.co,ok,stellavenretail,0,,,utilisateur,ENT-16379,account,0,1,,0,0,0
CON-009091,ACC-003527,Jonas,Navarro,jnavarro@doriolumlogistics.eu,People Ops Manager,false,28/05/2023,2023-05-28,dmy,jnavarro@doriolumlogistics.eu,ok,doriolumlogistics,0,,,champion,ENT-03926,account,0,1,,0,0,0
CON-027027,ACC-010600,Alexandre,Simon,alexandre.simon@merinexdynamics.com,HR Director,false,09/04/21,2021-09-04,mdy,alexandre.simon@merinexdynamics.com,ok,merinexdynamics,0,,,buyer,ENT-10895,account,0,1,,0,0,0
CON-013824,ACC-005384,Sophie,Guerin,sguerin@optigormobility.com,Head of Talent Acquisition,false,10/25/19,2019-10-25,mdy,sguerin@optigormobility.com,ok,optigormobility,0,,,buyer,ENT-12420,account,0,1,,0,0,0
CON-039815,ACC-015636,Diego,Navarro,diego.navarro@briolumlogistics.com,Recruiter,false,05/16/19,2019-05-16,mdy,diego.navarro@briolumlogistics.com,ok,briolumlogistics,0,,,utilisateur,ENT-01863,account,0,1,,0,0,0
CON-076187,ACC-029851,Anais,Dupont,anais.dupont@gmail.com,HR Business Partner,false,10/27/25,2025-10-27,mdy,anais.dupont@gmail.com,personal,,0,,,champion,ENT-12944,account,0,1,,0,0,0
CON-024906,ACC-009740,Benjamin,Fischer,benjamin.fischer@iberidormedia.co,People Ops Manager,false,2026-05-03,2026-05-03,iso,benjamin.fischer@iberidormedia.co,ok,iberidormedia,0,,,champion,ENT-07875,account,0,1,,0,0,0
CON-023148,ACC-009047,Maxime,Durand,maxime.durand@nordilumservices.io,VP People,false,09/03/2019,2019-03-09,dmy,maxime.durand@nordilumservices.io,ok,nordilumservices,0,,,buyer,ENT-11676,account,0,1,,0,0,0
CON-017587,ACC-006907,Anna,Ferrari,anna.ferrari@kelviconsulting.io,HR Business Partner,false,2026-09-30,,iso,anna.ferrari@kelviconsulting.io,ok,kelviconsulting,0,,future,champion,ENT-09081,account,0,1,,0,0,0
CON-011172,ACC-004345,Laura,Simon,laura.simon@cortimarimmo.com,HR Business Partner,false,12/10/25,2025-12-10,mdy,laura.simon@cortimarimmo.com,ok,cortimarimmo,0,,,champion,ENT-03124,account,0,1,,0,0,0
CON-060979,ACC-023915,Pauline,Roux,pauline.roux@fabrilexsystems.fr,Directrice RH,false,05/29/19,2019-05-29,mdy,pauline.roux@fabrilexsystems.fr,ok,fabrilexsystems,0,,,buyer,ENT-05132,account,0,1,,0,0,0
CON-000410,ACC-000156,Elise,Serrano,elise.serrano@mavivensystems.fr,Responsable Recrutement,false,09/11/2026,,dmy,elise.serrano@mavivensystems.fr,ok,mavivensystems,0,,future,champion,ENT-10645,account,0,1,,0,0,0
CON-063791,ACC-024974,Florian,Dubois,florian.dubois@cortilextech.com,Recruiter,false,2023-01-03,2023-01-03,iso,florian.dubois@cortilextech.com,ok,cortilextech,0,,,utilisateur,ENT-03086,account,0,1,,0,0,0
CON-055491,ACC-021744,Sanne,Rossi,sanne.rossi@cortilexservices.fr,HR Intern,false,05/10/25,2025-05-10,mdy,sanne.rossi@cortilexservices.fr,ok,cortilexservices,0,,,bruit,ENT-03083,account,0,1,,0,0,0
CON-057187,ACC-022416,Claire,Durand,claire.durand@meridorlogistics.co,HR Business Partner,false,2026-07-31,,iso,claire.durand@meridorlogistics.co,ok,meridorlogistics,0,,future,champion,ENT-10730,account,0,1,,0,0,0
CON-030173,ACC-011847,Emma,Faure,emma.faure@serenifindynamics.fr,Recruiter,false,2022-11-15,2022-11-15,iso,emma.faure@serenifindynamics.fr,ok,serenifindynamics,0,,,utilisateur,ENT-15246,account,0,1,,0,0,0
CON-044812,ACC-017603,Thomas,Roux,thomas.roux@kelvipragroup.fr,Head of Talent Acquisition,false,12/27/24,2024-12-27,mdy,thomas.roux@kelvipragroup.fr,ok,kelvipragroup,0,,,buyer,ENT-09274,account,0,1,,0,0,0
CON-026461,ACC-010384,Hugo,Mercier,hmercier@juntoretail.com,,false,23/09/2023,2023-09-23,dmy,hmercier@juntoretail.com,ok,juntoretail,0,,,sans_titre,ENT-08911,account,0,1,,0,0,0
CON-052749,ACC-020700,Quentin,Fournier,quentin.fournier@vertigorlogistics.fr,Chargee de recrutement,false,2026-06-21,2026-06-21,iso,quentin.fournier@vertigorlogistics.fr,ok,vertigorlogistics,0,,,utilisateur,ENT-18569,account,0,1,,0,0,0
CON-008477,ACC-003284,Julie,Faure,julie@fernodordigital.fr,HRBP,false,2019-12-02,2019-12-02,iso,julie@fernodordigital.fr,ok,fernodordigital,0,,,champion,ENT-05427,account,0,1,,0,0,0
CON-076440,ACC-029954,Vincent,Petit,vincent.petit@caurigorsystems.com,HRBP,false,08/04/2021,2021-04-08,dmy,vincent.petit@caurigorsystems.com,ok,caurigorsystems,0,,,champion,ENT-02205,account,0,1,,0,0,0
CON-067798,ACC-026529,Romain,Fournier,romain@terrahub.fr,Office Manager,false,09/24/24,2024-09-24,mdy,romain@terrahub.fr,ok,terrahub,0,,,bruit,ENT-17356,account,0,1,,0,0,0
CON-033513,ACC-013150,Chloe,Chevalier,chloe@gallicalpharma.co,Responsable Recrutement,false,04/02/2022,2022-02-04,dmy,chloe@gallicalpharma.co,ok,gallicalpharma,0,,,champion,ENT-06213,account,0,1,,0,0,0
CON-008908,ACC-003448,Pierre,Michel,pierre.michel@perrifinmedia.fr,Talent Acquisition Manager,false,07/08/2022,2022-08-07,dmy,pierre.michel@perrifinmedia.fr,ok,perrifinmedia,0,,,champion,ENT-13220,account,0,1,,0,0,0
CON-019198,ACC-007523,Florian,Jansen,florian.jansen@lumipraimmo.co,HR Officer,false,11/09/19,2019-11-09,mdy,florian.jansen@lumipraimmo.co,ok,lumipraimmo,0,,,utilisateur,ENT-10103,account,0,1,,0,0,0
CON-001354,ACC-000519,Emma,Vincent,emma.vincent@dorioquimobility.fr,VP People,false,01/22/27,,mdy,emma.vincent@dorioquimobility.fr,ok,dorioquimobility,0,,future,buyer,ENT-04026,account,0,1,,0,0,0
CON-004983,ACC-001921,Lucas,Serrano,,VP Human Resources,false,06/17/21,2021-06-17,mdy,,missing,,0,,,buyer,ENT-11126,account,0,1,,0,0,0
CON-034367,ACC-013479,Margaux,Simon,msimon@quantilumtech.com,Talent Acquisition Specialist,false,2019-12-31,2019-12-31,iso,msimon@quantilumtech.com,ok,quantilumtech,0,,,utilisateur,ENT-14147,account,0,1,,0,0,0
CON-059576,ACC-023344,Sophie,Bonnet,sophie@estevalexretail.fr,Chargee de recrutement,false,12/09/19,2019-12-09,mdy,sophie@estevalexretail.fr,ok,estevalexretail,0,,,utilisateur,ENT-04717,account,0,1,,0,0,0
CON-047718,ACC-018730,Claire,Martin,claire.martin@serenisollogic.com,Recruiter,false,17/02/2019,2019-02-17,dmy,claire.martin@serenisollogic.com,ok,serenisollogic,0,,,utilisateur,ENT-15506,account,0,1,,0,0,0
CON-035588,ACC-013980,Emma,Girard,emma.girard@vectoquiconsulting.co,Compensation & Benefits Manager,false,12/22/19,2019-12-22,mdy,emma.girard@vectoquiconsulting.co,ok,vectoquiconsulting,0,,,champion,ENT-18317,account,0,1,,0,0,0
CON-015113,ACC-005899,Lars,Fischer,lfischer@mavinexenergie.fr,Office Manager,false,18/07/2023,2023-07-18,dmy,lfischer@mavinexenergie.fr,ok,mavinexenergie,0,,,bruit,ENT-10481,account,0,1,,0,0,0
CON-059246,ACC-023208,Jan,Lambert,jlambert@taloquienergie.com,,false,05/23/25,2025-05-23,mdy,jlambert@taloquienergie.com,ok,taloquienergie,0,,,sans_titre,ENT-17074,account,0,1,,0,0,0
CON-058242,ACC-022826,Pauline,Laurent,pauline@primogordigital.co,HR Director,false,07/02/2022,2022-02-07,dmy,pauline@primogordigital.co,ok,primogordigital,0,,,buyer,ENT-13643,account,0,1,,0,0,0
CON-050353,ACC-019786,Alexandre,Ferrari,alexandre.ferrari@gmail.com,Chief People Officer,false,01/11/2022,2022-11-01,dmy,alexandre.ferrari@gmail.com,personal,,1,3,,buyer,ENT-08986,account,0,1,,0,1,0
CON-022327,ACC-008730,Guillaume,Rousseau,grousseau@roccasolenergie.com,CEO,false,2025-04-13,2025-04-13,iso,grousseau@roccasolenergie.com,ok,roccasolenergie,0,,,buyer,ENT-15082,account,0,1,,0,0,0
CON-022203,ACC-008681,Sanne,Lambert,sanne@zephilumhub.co,Responsable Recrutement,false,28/12/2018,2018-12-28,dmy,sanne@zephilumhub.co,ok,zephilumhub,0,,,champion,ENT-20287,account,0,1,,0,0,0
CON-030720,ACC-012077,Pierre,Garcia,pierre.garcia@briolexlab.com,Compensation & Benefits Manager,false,2020-12-10,2020-12-10,iso,pierre.garcia@briolexlab.com,ok,briolexlab,0,,,champion,ENT-01833,account,0,1,,0,0,0
CON-035765,ACC-014056,Alexandre,Fontaine,afontaine@perrigorlogic.com,CHRO,false,2023-04-13,2023-04-13,iso,afontaine@perrigorlogic.com,ok,perrigorlogic,0,,,buyer,ENT-13243,account,0,1,,0,0,0
CON-008435,ACC-003270,Nora,Fischer,nora@altadordigital.com,HR Assistant,false,04/27/19,2019-04-27,mdy,nora@altadordigital.com,ok,altadordigital,0,,,utilisateur,ENT-00058,account,0,1,,0,0,0
CON-004604,ACC-001774,Hugo,Serrano,hugo.serrano@quantitasimmo.fr,HR Intern,false,2024-12-27,2024-12-27,iso,hugo.serrano@quantitasimmo.fr,ok,quantitasimmo,0,,,bruit,ENT-14296,account,0,1,,0,0,0
CON-008321,ACC-003225,Vincent,Durand,vincent.durand@haldequilab.com,Talent Acquisition Specialist,false,01/03/2025,2025-03-01,dmy,vincent.durand@haldequilab.com,ok,haldequilab,0,,,utilisateur,ENT-07268,account,0,1,,0,0,0
CON-070846,ACC-027736,Vincent,Jansen,vincent.jansen@yellovenhub.com,Talent Acquisition Manager,false,28/09/2020,2020-09-28,dmy,vincent.jansen@yellovenhub.com,ok,yellovenhub,0,,,champion,ENT-20059,account,0,1,,0,0,0
CON-013154,ACC-005127,Greta,Fournier,gfournier@vespipharma.com,Talent Acquisition Manager,false,2027-06-13,,iso,gfournier@vespipharma.com,ok,vespipharma,0,,future,champion,ENT-19115,account,0,1,,0,0,0
CON-031986,ACC-012555,Sophie,Weber,sophie.weber@gmail.com,HR Manager,false,27/08/2019,2019-08-27,dmy,sophie.weber@gmail.com,personal,,1,3,,champion,ENT-09404,account,0,1,,0,1,0
CON-014636,ACC-005711,Antoine,Fournier,antoine@yellobelfood.io,Compensation & Benefits Manager,false,2023-12-19,2023-12-19,iso,antoine@yellobelfood.io,ok,yellobelfood,0,,,champion,ENT-19685,account,0,1,,0,0,0
CON-061778,ACC-024229,Marion,Jansen,marion .jansen@vespisolfood.com,HR Assistant,false,2019-10-23,2019-10-23,iso,marion.jansen@vespisolfood.com,repaired,vespisolfood,0,,,utilisateur,ENT-19193,account,0,1,,0,0,0
CON-074322,ACC-029112,Guillaume,Rousseau,guillaume.rousseau@yellosolindustries.eu,Talent Acquisition Specialist,false,04/19/26,2026-04-19,mdy,guillaume.rousseau@yellosolindustries.eu,ok,yellosolindustries,0,,,utilisateur,ENT-20010,account,0,1,,0,0,0
CON-057637,ACC-022596,Anais,Smit,anais.smit@juntohalflow.fr,Charge de recrutement,false,2026-10-27,,iso,anais.smit@juntohalflow.fr,ok,juntohalflow,0,,future,utilisateur,ENT-08760,account,0,1,,0,0,0
CON-068404,ACC-026769,Hugo,Garnier,hugo@kelvipraservices.io,Chargee de recrutement,true,2023-05-10,2023-05-10,iso,hugo@kelvipraservices.io,ok,kelvipraservices,0,,,utilisateur,ENT-09284,account,0,1,,0,0,0
CON-013302,ACC-005190,Margaux,Leroy,margaux.leroy@iberilexlogic.io,CEO,false,04/20/21,2021-04-20,mdy,margaux.leroy@iberilexlogic.io,ok,iberilexlogic,0,,,buyer,ENT-07982,account,0,1,,0,0,0
CON-067897,ACC-026565,Ines,Roux,iroux@talolumdigital.co,Recruiter,false,2022-03-05,2022-03-05,iso,iroux@talolumdigital.co,ok,talolumdigital,0,,,utilisateur,ENT-16979,account,0,1,,0,0,0
CON-003483,ACC-001340,Claire,Rossi,claire.rossi@solilumdigital.com,HR Intern,false,28/01/2022,2022-01-28,dmy,claire.rossi@solilumdigital.com,ok,solilumdigital,0,,,bruit,ENT-15747,account,0,1,,0,0,0
CON-070591,ACC-027633,Laura,Serrano,laura.serrano@grimolummedia.io,Office Manager,true,17/08/2018,2018-08-17,dmy,laura.serrano@grimolummedia.io,ok,grimolummedia,0,,,bruit,ENT-06776,account,0,1,,0,0,0
CON-027510,ACC-010794,Bastien,Serrano,bastien.serrano@iberigorsystems.com,Head of HR Operations,false,2021-11-23,2021-11-23,iso,bastien.serrano@iberigorsystems.com,ok,iberigorsystems,0,,,buyer,ENT-07935,account,0,1,,0,0,0
CON-031023,ACC-012191,Maxime,Girard,mgirard@gallidorfinance.io,Office Manager,false,12/30/20,2020-12-30,mdy,mgirard@gallidorfinance.io,ok,gallidorfinance,0,,,bruit,ENT-06228,account,0,1,,0,0,0
CON-033202,ACC-013018,Anais,Guerin,anais.guerin@fabrivendata.fr,HR Business Partner,false,09/24/19,2019-09-24,mdy,anais.guerin@fabrivendata.fr,ok,fabrivendata,0,,,champion,ENT-05333,account,0,1,,0,0,0
CON-045094,ACC-017715,Ines,Lambert,ines.lambert@vertimarlabs.com,Talent Acquisition Specialist,false,2026-04-21,2026-04-21,iso,ines.lambert@vertimarlabs.com,ok,vertimarlabs,0,,,utilisateur,ENT-18671,account,0,1,,0,0,0
CON-028837,ACC-011316,Elise,Boyer,elise.boyer@sylvadorsoft.com,Charge de recrutement,false,2025-07-22,2025-07-22,iso,elise.boyer@sylvadorsoft.com,ok,sylvadorsoft,0,,,utilisateur,ENT-16472,account,0,1,,0,0,0
CON-016062,ACC-006286,Alexandre,Serrano,alexandre.serrano@optiviafinance.fr,Directrice RH,false,18/12/2023,2023-12-18,dmy,alexandre.serrano@optiviafinance.fr,ok,optiviafinance,0,,,buyer,ENT-12696,account,0,1,,0,0,0
CON-029167,ACC-011454,Bastien,Dupont,bastien.dupont@ederiquiretail.co,Chargee de recrutement,false,01/19/20,2020-01-19,mdy,bastien.dupont@ederiquiretail.co,ok,ederiquiretail,0,,,utilisateur,ENT-04439,account,0,1,,0,0,0
CON-073470,ACC-028768,Pierre,Rousseau,prousseau@vertiquidata.com,Chief People Officer,false,2022-03-10,2022-03-10,iso,prousseau@vertiquidata.com,ok,vertiquidata,0,,,buyer,ENT-18730,account,0,1,,0,0,0
CON-058645,ACC-022983,Hugo,Laurent,hugo.laurent@doriohalindustries.fr,Responsable Recrutement,false,2026-12-09,,iso,hugo.laurent@doriohalindustries.fr,ok,doriohalindustries,0,,future,champion,ENT-03863,account,0,1,,0,0,0
CON-053242,ACC-020897,Nicolas,Moreau,nmoreau@quantirinsolutions.com,HRBP,false,27/09/2019,2019-09-27,dmy,nmoreau@quantirinsolutions.com,ok,quantirinsolutions,0,,,champion,ENT-14258,account,0,1,,0,0,0
CON-036296,ACC-014266,Florian,Girard,florian.girard@vectodorindustries.com,HRBP,false,2021-10-17,2021-10-17,iso,florian.girard@vectodorindustries.com,ok,vectodorindustries,0,,,champion,ENT-18101,account,0,1,,0,0,0
CON-061733,ACC-024210,Pauline,Smit,pauline.smit@nordisolservices.io,HR Business Partner,false,09/21/25,2025-09-21,mdy,pauline.smit@nordisolservices.io,ok,nordisolservices,0,,,champion,ENT-11814,account,0,1,,0,0,0
CON-048469,ACC-019034,Sarah,Leroy,sarah.leroy@lumicaldigital.fr,HRBP,false,13/04/2021,2021-04-13,dmy,sarah.leroy@lumicaldigital.fr,ok,lumicaldigital,0,,,champion,ENT-09877,account,0,1,,0,0,0
CON-052949,ACC-020776,Sophie,Vincent,svincent@vectoprafinance.eu,HRBP,false,2024-06-23,2024-06-23,iso,svincent@vectoprafinance.eu,ok,vectoprafinance,0,,,champion,ENT-18298,account,0,1,,0,0,0
CON-062909,ACC-024641,Sanne,Blanc,sblanc@roccafinenergie.co,People Ops Coordinator,false,16/11/2025,2025-11-16,dmy,sblanc@roccafinenergie.co,ok,roccafinenergie,0,,,utilisateur,ENT-14839,account,0,1,,0,0,0
CON-049694,ACC-019529,Marta,Lefebvre,marta@cortivenconseil.fr,HR Officer,false,2027-06-20,,iso,marta@cortivenconseil.fr,ok,cortivenconseil,0,,future,utilisateur,ENT-03264,account,0,1,,0,0,0
CON-021489,ACC-008409,Antoine,Garcia,antoine.garcia@gmail.com,People Ops Coordinator,false,07/08/2023,2023-08-07,dmy,antoine.garcia@gmail.com,personal,,1,3,,utilisateur,ENT-09063,account,0,1,,0,1,0
CON-074461,ACC-029169,Romain,Fournier,rfournier@terradorlogic.fr,Charge de recrutement,true,02/08/2026,,dmy,rfournier@terradorlogic.fr,ok,terradorlogic,0,,future,utilisateur,ENT-17269,account,0,1,,0,0,0
